Id,twitter,polarity,aspect1,aspect2,aspect3,aspect4
127,é #fake que vídeo mostre hospital de campanha da unicamp sem nenhum atendimento | coronavírus | g1 https://t.co/gnlivtcppj. bolsomínios e suas fakes ridículas!,-1,hospital_de_campanha_da_unicamp,bolsomínios,none,none
128,"é com aflição e cada vez mais com indignação irada, q muitos policiais de são paulo estão vendo a sua imagem ser destruída, dia após dia, pelas violências, ilegalidades e atos de estupidez q seus superiores mandam cometer em nome do combate ao coronavírus https://t.co/p7joen8up6",-1,combate_ao_coronavírus,none,none,none
129,"e como são vírus de fita simples de rna, há muitas mutações em cada epidemia. por isso a cada ano eles voltam a infectar a mesma população. fenômeno semelhante ao influenza. com os coronavírus causadores de sars temos algo diferente: as características da proteína s.",-1,influenza,none,none,none
130,"é complô? 🤔governador do rj wilson witzel e do pa helder barbalho assumindo, no mesmo dia, que estão estão com o coronavírus.aposto que depois vão dizer que se curaram sem o uso da cloroquina.alguém tem dúvidas?",-1,governador_do_rj,cloroquina,none,none
131,"é muito fácil o governo fechar tudo! dizer fique em casa, enqto seus salarios milionários estao em suas contas. Diferente de nós, meros mortais, q a 9 dias esperamos a decisão do governo, de se vamos morrer de fome ou do coronavirus! eu não sei o q fazer!😭💔 #auxilioemergencial",-1,morrer_de_fome_ou_do_coronavirus,none,none,none
132,"e o pessoal acha que é baboseira a projeção de isolamento até 2022, sendo que o país que melhor atuou no combate ao #coronavirus tá fazendo novo lockdown https://t.co/79mvy7pnsi",-1,projeção_de_isolamento,none,none,none
133,é o que deveriam fazer com bolsomorte #interditembolsonaroja https://t.co/ejzs7q6vbt,-1,bolsomorte,none,none,none
134,editorial do washington post afirmando que bolsonaro é o pior líder do mundo. não é o texto de um colunista. é a opinião da empresa. https://t.co/2kwjio06xj,-1,bolsonaro,washington_post,none,none
135,"editorial do washington post coloca o presidente do brasil ao lado de lideres de belarus, turquemenistão, nicarágua como os piores a lidar com a crise - e diz que de longe o caso mais grave de improbidade é o do presidente brasileiro jair bolsonaro https://t.co/togouvvcnw",-1,presidente_do_brasil,improbidade,none,none
136,editorial do washington post.e d i t o r i a l.não é artigo de opinião de colunista.título:líderes arriscam vidas ao minimizar o vírus. bolsonaro é o pior. https://t.co/ad8zphfzjj,-1,washington_post,none,bolsonaro,none
137,el país trump acusa a oms de “encobrir” expansão do coronavírus e congela repasse de recursos https://t.co/bwh1morrnk via @elpais_brasil,-1,trump,oms,expansão_do_coronavírus,none
138,"ele não estava em quarentena, como os demais cidadãos residentes no rio de janeiro?agora, infectado pelo #coronavírus, não permanecerá em confinamento residencial, a fim de evitar a propagação do vírus? https://t.co/njguyfo8vx",-1,quarentena,confinamento_residencial,propagação_do_vírus,none
139,"em editorial, jornal americano atacou postura do presidente brasileiro diante do novo coronavírus e disse que donald trump faria um grande favor ao brasil se aconselhasse bolsonaro a mudar de atitude.https://t.co/u5jkqejhk8",-1,jornal_americano,donald_trump,bolsonaro,none
140,"em menos de um mês, brasil tem mortes por coronavírus confirmadas em todos os estados https://t.co/ga30ki4cxd",-1,mortes_confirmadas,none,none,none
141,"em nova estratégia, oms cita risco de transmissão descontrolada do coronavírus.cenário é temido caso transição de quarentenas para normalidade seja realizada de forma abrupta. https://t.co/2usroitwz6",-1,oms,risco_de_transmissão,transição_de_quarentenas_para_normalidade,none
142,"em nova publicação da série relatos da pandemia, giovana conta como foi deixar às pressas um país que deveria ser um dos mais preparados do mundo para lidar com uma pandemia. https://t.co/qtu6ysrqhx",-1,relatos_da_pandemia,none,none,none
143,"em são paulo, 15% dos internados por coronavírus não sobrevivem à doença https://t.co/vplfk4fh92",-1,são_paulo,internados_por_coronavírus,none,none
144,"enquanto alguns jornais destacaram que o número de mortes por coronavírus na espanha cresceu, outros optaram por registrar que a quantidade diária de novos casos confirmados diminuiu https://t.co/bbwqnnf5ps",-1,número_de_mortos,quantidade_diária_de_novos_casos,none,none
145,"enquanto onyx lorenzoni, a escória da política gaúcha, faz sabujos elogios ao governo, a família bolsonaro e seus sequazes, moro, guedes, salles et caterva terraplanista, vão enterrando o país. 204 mortos! eles são os coveiros do brasil, dançando com os caixões do coronavírus... https://t.co/ru0zvfjptd",-1,onyx_lorenzoni,família_bolsonaro,terraplanista,mortes
146,entenda como fomos impedidos de votar o fundão para o combate ao coronavírus.o deputado rodrigo maia inadmitiu a emenda do novo que destinaria os recursos do fundão e fundo partidário para a saúde e também a emenda da redução dos salários de políticos. https://t.co/aa6slwuqat,-1,combate_ao_coronavírus,rodrigo_maia,fundo_partidário,none
147,"Vamos salvar a economia, que covid-19 que nada... é só uma gripezinha. https://t.co/Gbh9s5Uqno",-1,Covid-19,gripezinha,none,none
148,esperando o pum do palhaço — produtores e advogados alertam que a secretaria especial de cultura do governo bolsonaro não se adequou à urgência que a paralisação completa do setor e os prejuízos derivados pela pandemia de coronavírus. https://t.co/pvcndh9sf7,-1,secretaria_especial_da_cultura,paralização_completa,pandemia,none
149,"esse circo de coronavírus não funciona comigo. esse surto armaram para implantar uma ditadura comunista. logo após a cidadã foi presa. parabéns à polícia que agiu dentro da lei nesta ação que protege não só a vida dela, mas a de outras pessoas https://t.co/8x08hlob3d",-1,circo_de_coronavírus,surto,ditadura_comunista,none
150,estado do rio tem 42 mortes por coronavírus em um só dia https://t.co/li2q34eswi via @jornalextra,-1,estado_do_rio,mortes,none,none
151,"estão certos os eua, é preciso seriedade, a oms não pode ser política como foi neste caso do #víruschinês, o coronavírus...chanceler dos eua quer ‘mudança radical’ na oms - renova mídia https://t.co/mmhvl51adz via @renovamidia",-1,eua,oms,none,none
152,este é o brasil com casos de coronavírus confirmados em 1.066 municípios. e todos os estados já registraram ao menos uma morte pela doença. veja hoje na análise em https://t.co/qhixrad41p https://t.co/kj5q5dlsku,-1,casos_de_coronavírus_confirmados,mortes,doença,none
153,este homem não devia governar nem a própria casa! ele representa tudo o que a humanidade tem de errado!!!brasil atribui aumento da desflorestação na amazónia ao novo coronavírus https://t.co/qvymqnzypb,-1,desflorestação_na_amazônia,novo_coronavírus,brasil,none
154,eu li uma noticia que se n tiver uma vacina para esse coronavirus podemos ficar em isolamento social até 2022,-1,vacina,isolamento_social,none,none
155,"eu nao aguento mais sonhar com hospital e gente morrendo. coronavirus, sai da minha cabeça, pf",-1,hospital,gente_morrendo,none,none
156,evolução dos casos de #coronavírus no mundo: 19/01: 100 casos24/01: 1.000 casos12/02: 50.000 casos06/03: 100.000 casos18/03: 200.000 casos26/03: 500.000 casos02/04: 1.000.000 casos14/04: 2.000.000 casos,-1,evolução_dos_casos,none,none,none
157,pesquisador da fiocruz sobre relaxamento do isolamento social: “vamos perder vidas em decorrência da sobrecarga do sistema de saúde e não vamos preservar os empregos”https://t.co/3j4rpdeyys#coronavirus #covid19 #coronavirusbrasil,-1,fiocruz,relaxamento_social,sistema_de_saúde,empregos
158,"exportações chinesas caíram 6,6% em março, uma queda impactante para um país cuja economia depende em grande parte das vendas internacionais.se população mundial parar de comprar produtos chineses, o regime totalitário enfrentará sérios problemas.https://t.co/qlqc1uu2wr",-1,exportações_chinesas,vendas_internacionais,none,none
159,feminicídios em casa dobram em sp durante quarentena por coronavirus https://t.co/diyz45xxka https://t.co/bbqpsasqwe,-1,feminicídios_em_casa,quarentena,none,none
160,"fiocruz, unb e usp estimam: ao não testar presença do vírus, país esconde 14 de cada 15 infecções. ocupação das utis já beira 75%. sem ampliar isolamento, cenário é catastrófico. Leia também: governo salva bancos",-1,utis,isolamento,infecções,fiocruz
161,"galera, infelizmente o brasil teve seu recorde de mortos em função do novo coronavírus, com 204 mortos nas últimas 24 horasao contrário do que alguns dizem, não há indícios de que a epidemia está acabando no brasil.se puder, fique em casa.",-1,mortos,novo_coronavírus,none,none
162,"governador wilson witzel foi diagnosticado com coronavírus, espero que ele use hidroxicloroquina, de coração.",-1,wilson_witzel ,hidroxicloroquina,none,none
163,governadores do pará e do rio de janeiro testam positivo para covid-19 #falabrasil #coronavírus https://t.co/uqlsqx2oab,-1,governadores_do_pará,Covid-19,none,none
164,helder barbalho rei do norte por favor venha aqui e pegue o meu pulmão pra continuares combatendo o coronavírus,-1,helder_barbalho,combatendo_o_coronavírus,none,none
165,"hoje foi revelado pelo jornal washington post que o departamento de estado americano já havia debatido, em comunicações secretas, as falhas de segurança no laboratório de wuhan, que faz pesquisas com coronavírus, inclusive relatando infecções de cientistas no local.",-1,washington_post,pesquisas_com_coronavírus,infecções_de_cientistas,none
166,"hoje identificamos vários casos positivos de coronavírus em porto velho. foi feita uma investigação e descobrimos que essas pessoas estavam em uma festa em 4 de abril. ou seja, não estavam trabalhando e nem levando o pão para casa https://t.co/zsaaxchqd9",-1,casos_positivos,porto_velho,none,none
167,"hoje, falo na @tribunadonorte sobre a estimativa de 86,7% de casos de coronavírus subnotificados no rn. teríamos, na realidade, cerca de 2,8 mil infectados, não 376.para cada caso confirmado da covid-19 no rn, há seis não notificados https://t.co/tmmfxss96r",-1,casos_de_coronavírus,subnotificados,caso_confirmado,Covid-19
168,https://t.co/19cahijhctcomo tem sido estressantes os plantões nos hospitais pelo mundo afora por causa da pandemia de coronavirus.,-1,hospital,pandemia_de_coronavírus,none,none
169,importante essa mensagem do @henrybugalho para vencê-los precisamos ser melhores que eles. fake - médica bolsonarista vítima do coronavírus?! https://t.co/md98gt4kqc via @youtube,-1,médica,none,none,none
170,inacreditável: funai alerta que os indígenas não devem bloquear as estradas de acesso às aldeias durante a pandemia do novo coronavírus por motivos de brasil não pode parar https://t.co/BUaVGAwE2Q,-1,indígenas,acesso_às_aldeias,pandemia,novo_coronavírus
171,índia leva china ao tribunal internacional por eventual responsabilidade na pandemia global de coronavírus.▪️noticia brasil online. https://t.co/9dn1vs825g,-1,Índia,china,tribunal_internacional,responsabilidade_na_pandemia_global
172,"informações desencontradas e problemas com o cadastro de imigrantes têm dificultado ainda mais o acesso dessa população ao benefício, criado para atenuar os efeitos econômicos do coronavírus",-1,cadastro_de_imigrantes,none,none,none
173,"já que geral virou especialista, cientista e mães diná também vou dar minha previsão. funai alerta que os indígenas não devem bloquear as estradas de acesso às aldeias durante a pandemia do novo coronavírus por motivos de brasil não pode parar https://t.co/BUaVGAwE2Q",-1,Indígenas,acesso_às_aldeias,pandemia,novo_coronavírus
174,leio na imprensa que cientistas canadenses apontam #cães de rua como possíveis hospedeiros do #coronavirus. temo por uma ação desenfreada das carrocinhas mundo a fora .,-1,cientistas,hospedeiros_do_coronavírus,none,none
175,mais uma prova de que o isolamento social é inútil. https://t.co/2tvx8rp05a,-1,isolamento_social,none,none,none
176,"manchetes que você não verá na imprensa . Segundo o instituto do coração, já são mais de 113 mil mortes por doenças cardíacas no brasil em 2020. esse número é quase 100 vezes maior que o das mortes por coronavírus.",-1,imprensa,mortes,none,doenças_cardíacas
177,"mandetta com essa entrevista mostrou falta de caráter, não teve um comportamento de homem, mas sim de um traidor. https://t.co/wtbr7r8pi4",-1,mandetta,none,none,none
178,"meus deus, o coronavírus vai espalhar mais rápido agora que ficou frio, no inverno é pior!imprensa: o frio é culpa do presidente bolsonaro, ele soltou todo o vento que dilma estocou!🤬 chega de usar uma pandemia na tentativa de derrubar o presidente!hipocrisia não!",-1,presidente_bolsonaro,pandemia,tentativa_de_derrubar_o_presidente,none
179,"morte de mulheres, não o assassinato. não feminicidio, como se essas mortes fossem uma casualidade aumento de consumo de bebidas e perda de renda são apontados como os culpados. não os assassinos. Melhore, @folhahttps://t.co/ecizmpdgmb",-1,morte_de_mulheres,feminicidio,consumo_de_bebidas,perda_de_renda
180,mortes de mulheres em casa dobram em sp durante quarentena por coronavirus https://t.co/6fjcz6aqgl,-1,morte_de_mulheres,sp,quarentena,none
181,mortes por coronavírus fazem manaus temer gargalo no serviço funerário para os mais pobres https://t.co/wufw3qzfxd https://t.co/tbtlrazwkv,-1,mortes,manaus,none,none
182,mp vai apurar por que funai não usou recursos contra coronavírus / r7. https://t.co/0jhntiu0x3,-1,funai,none,none,none
183,BLOGUEIRAS DIVULGANDO VENDA DE TESTE DE COVID-19. Eu não aguento tamanha irresponsabilidade! As pessoas se sujeitam a tudo em troca de dinheiro. https://t.co/DCNTkgAlo9',-1,teste_de_covid-19,none,none,none
184,muito se fala sobre cuidados para evitar levar o coronavírus para casa. no caso dos catadores de resíduos a preocupação maior é inversa: evitar que o vírus seja levado das casas de pessoas contaminadas para ruas e aterros por meio do lixo https://t.co/r0w17uhxpz @catadoresmnc,-1,catadores_de_resíduos,lixo,none,none
185,"mulheres, jovens e funcionários públicos também estão entre aqueles que desaprovam a gestão do governo federal na crise da covid-19https://t.co/ba4b2uxzjj",-1,governo_federal,crise_covid-19,none,none
186,"na bahia, estado com 14 milhões de habitantes, após quase 50 dias desde a primeira infecção, há 66 internamentos por coronavirus, sendo 28 em uti. do total de casos notificados, somente 7,36% testaram positivo ( 723 pessoas). há leitos sobrando. a economia está parada. https://t.co/nenbosdpvr",-1,bahia,internamentos,uti,casos_notificados
187,na calada da noite. sem discussão o @rodrigomaia (apoiador do gov) e seus asseclas aprovaram uma mp que acaba com os direitos dos trabalhadores.canalhas! canalhas! canalhas!bababacas!https://t.co/ugl20zva5q#covid19 #coronavirus #oms #covid_19,-1,rodrigo_maia,mp,direito_dos_trabalhadores,none
188,"na mesma informação: coronavírus: 3/4 das mortes estão dentro dos grupos de risco.a mídia segue espalhando o pânico, colocando tudo sob a pior perspectiva possível. o objetivo é claro! https://t.co/prdzse4et4",-1,mortes,grupos_de_risco,mídia,none
189,"na sua opinião, a quem interessa todo esse alarmismo do coronavirus?",-1,alarmismo_do_coronavirus,none,none,none
190,não adianta postar passa logo coronavírus se você faz parte dos que furam a quarentena!,-1,quarentena,none,none,none
191,"não caiam no discurso de que jair bolsonaro e donald trump forçam para a cloroquina dá certo. quem não quer quê dê certo são os mesmos que omitem ou banalizam a sua eficácia, mas são os primeiros a pedirem o remédio quando são diagnosticados com o coronavirus.",-1,jair_bolsonaro,donald_trump,cloroquina,diagnosticados
192,não eh possível que o mundo esteja errado sobre o coronavírus e sobre suas precauções e que o mundo todo queira derrubar um ze ninguém de um país emergente,-1,zé_ninguém_de_país_emergente,none,none,none
193,"não, o coronavírus não é uma força democrática. nem todo o mundo é afetado igual. como conto na @folha, a pandemia mata negros e pobres de maneira desproporcional nos eua. negros são 32% da população de louisiana, por exemplo––e 70% dos mortos. fio 👇https://t.co/3mrikxvneq",-1,eua,pandemia,morte,none
194,no brasil 55% dos infectados pelo #ccpvirusforam curados.#bolsonarotemrazaosimhttps://t.co/c3dtbvhkuf,-1,brasil,infectados,none,none
195,"no último domingo, o fantástico mostrou uma megaoperação do ibama para tirar garimpeiros de terras indígenas e evitar alastramento do coronavírus. hoje, o governo exonerou o diretor de proteção ambiental do ibama, olivaldi azevedo. tirem suas próprias conclusões!",-1,alastramento_do_coronavírus,none,none,none
196,"nossas florestas estão em risco! há parlamentares querendo aproveitar a pandemia do #coronavírus para aprovar a #mp910, que entrega terras a quem mais desmata: os grileiros. compartilhe #grilagemnão e cobre que os parlamentarem digam #mp910não. acesse: https://t.co/tgv5hdbnuw https://t.co/u5ras85pzz",-1,mp91none,pandemia,parlamentares,florestas
197,"número de casos graves de covid-19 é pelo menos o dobro do registrado, mostra projeção | coronavírus | g1 https://t.co/mqnylfgjog",-1,casos_graves,Covid-19,none,none
198,nunca na minha vida tive que pedir a um paciente que desligasse o telefone porque estava na hora de colocar um tubo de respiração. os médicos que tratam pacientes com coronavírus tiveram que reprojetar em tempo real sua prática de medicina e suas vidas pessoais. https://t.co/xgtefsl2zn,-1,pacientes,médicos,none,none
199,o brasil chegou a um ponto tão absurdo que entender que a quarentena é essencial para a não propagação do coronavírus é coisa de comunista...,-1,brasil,propagação_do_coronavírus_é_coisa_de_comunista,quarentena,none
200,"o brasil já registrou até agora, 1.557 novas mortes por coronavírus. isto é porque é uma invenção da imprensa! o número de casos confirmados até agora é 25.758 infectados. https://t.co/vujpwx6pne #bozogenocida #capetãocorona",-1,novas_mortes,imprensa,none,none
201,"Gente, pelo amor de Deus, cuidem de vocês e dos seus, o covid-19 não é brincadeira, ele já se tornou uma realidade triste pra nós brasileiros. Estamos a um passo de nos tornarmos o epicentro da doença no mundo. Então, FIQUEM DENTRO DE CASA CARALHO",-1,Covid-19,epicentro_da_doença,none,none
202,o deputado @osmarterra previa na metade de março menos de 730 mortes pelo coronavírus no brasil em todo o ano de 2020. apenas nas últimas 24 horas foi atingido 28% do projetado de vítimas fatais pelo parlamentar para todo o ano. é o fato! https://t.co/idlusetmg5,-1,mortes,brasil,none,none
203,"o editorial do @washingtonpost de ontem tem simplesmente o título líderes arriscam vidas ao minimizar o coronavírus. bolsonaro é o pior. isso envergonhará o gado? não, só os que já se declaram bolsonaristas da linha que segue mandetta.",-1,bolsonaristas,bolsonaro,none,none
204,o editorial publicado ontem em críticas a líderes mundiais na crise do coronavírus e apontando bolsonaro como o pior é o que o jornal pensa a respeito do presidente do brasil. https://t.co/snwyyx8iu0,-1,lideres_mundiais,bolsonaro,crise_do_coronavírus,none
205,"o estado chegou ao pico de internações nesta terça-feira (14), com mais de 2 mil pacientes diagnosticados com o coronavírus. https://t.co/acuw8g1gus",-1,pico,pacientes_diagnosticados,,none
206,"o estudo estava em andamento desde 2019 e era direcionado a pacientes com câncer de pulmão. com a explosão da epidemia da covid-19, os pesquisadores decidiram mudar o foco e contribuir com a pesquisa mundial 👏👏👏👏👏👏👏 https://t.co/jbkqyb2mv1",-1,explosão_da_epidemia,Covid-19,pesquisadores,none
207,o fato de wilson witzel e helder barbalho estarem com coronavírus significa uma das duas coisas:1 - ou seus decretos imbecis de quarentena realmente não funcionam 2 - ou eles descumpriram esses decretos e deveriam ser presos,-1,wilson_witzel ,helder_barbalho,quarentena,none
208,"o fim do isolamento social no brasil, causado pela pandemia do novo coronavírus, será regional e aos poucos. é o que defende a dra. ludhmila hajjar. ela é a convidada do #poderemfoco de amanhã. logo depois do programa sílvio santos, não perca. https://t.co/fv8nkj03hr",-1,fim_do_isolamento_social,brasil,pandemia_do_novo_coronavírus,none
209,"o globo:em são paulo, 15% dos internados por coronavírus não sobrevivem à doença. mais de 2 mil pacientes com o vírus ocupam leitos do estado . quer dizer que a taxa de letalidade de sp é 5 vezes maior que a média mundial ? o que está acontecendo doria?",-1,internados,pacientes,vírus,taxa_de_letalidade
210,"o governador do rj ao invés de ir no hospital de referência no caso de coronavirus, o hospital raul gazola, vai no hospital da rede dor.é sinal que nem ele acredita nas medidas imposta pelo próprio?",-1,governador_do_rj,hospital_de_referência,caso_de_coronavírus,hospital_raul_gazola
211,"o governador do rj, embora infectado pelo #coronavírus, diz que vai continuar trabalhando, seguindo as recomendações médicas. a questão é: os demais cidadãos residentes no estado também não poderiam continuar trabalhando, seguindo as recomendações médicas para evitar contágio?",-1,governador_do_rj,recomendações_médicas,evitar_contágio,infectado
212,"o governador do rj, witzel pegou coronavirus . Espero que não queira usar cloroquina, nem hidroxicloroquina e o antibiótico azitromicina . Ou vai dizer que agora quer experimentar???a dor ensina a gemer....",-1,governador_do_rj,cloroquina,hidroxicloroquina,antibiótico_azitromicina
213,o governador witzel testou positivo para o #coronavírus. vamos ver o que ele vai fazer com a quarentena agora...,-1,witzel,quarentena,none,none
214,"o governo de rondônia anunciou que várias pessoas que participaram de uma festa que ficou conhecida como coronafest, em rondônia, tiveram diagnóstico confirmado para o novo coronavírus.https://t.co/hb1ldfvykn",-1,governo_de_rondônia,none,diagnśotico_confirmado,novo_coronavírus
215,o jornalista augusto nunes comenta a decisão da justiça de mandar para prisão domiciliar diversos criminosos devido à pandemia de coronavírus #jr24h https://t.co/pvlo5uj6fw,-1,prisão_domiciliar_para_criminosos,pandemia,none,none
216,"o ministério público federal foi acionado pelo psol, para investigar porque a funai não executou nenhum centavos r$ 10,840 milhões que receber para apoiar os indígenas em ações de proteção e combate ao novo coronavírus https://t.co/dhu1oosqjl",-1,ministério_público_federal,funai,proteção_e_combate_ao_novo_coronavírus,none
217,"o ministro mandetta a cada momento muda de opinião e diz que o pico do coronavírus vai ser mais na frente. o pico da covid-19, na perspectiva do ministro, está parecendo mais com a linha do horizonte.",-1,mandetta,pico_do_coronavírus,pico_da_covid-19,none
218,"o mundo tá acabando e tem gente ainda achando que pão é o vilão. minha gente vilão é coronavirus, é bolsonaro, é quem votou no bolsonaro...o coitado do pão é só comida mesmo.",-1,bolsonaro,none,none,none
219,"o novo coronavírus foi capaz de esvaziar a praça são pedro, no vaticano, e até mesmo adiar a realização dos jogos olímpicos, mas não teve força para vencer a violência doméstica. 😞https://t.co/ena0yyrk9m",-1,violência_doméstica,none,none,none
220,"o número de mortos no estado do rio foi atualizado pela secretaria estadual de saúde . Até a manhã desta quarta-feira, 229 pessoas haviam morrido infectadas pelo novo coronavírus. ontem, o balanço divulgado pelo governo contabilizava 224 mortos.aumento de 5 casos apenas.",-1,secretaria_estadual_da_saúde,novo_coronavírus,mortos,rio_de_janeiro
221,"o papel do presidente donald trump, que demorou a reconhecer a gravidade do #coronavírus, foi decisivo para a tragédia. e anotem: quando a curva começar a baixar nos estados unidos, tem um certo país tropical com grande potencial para ser o novo epicentro da pandemia.",-1,donald_trump,gravidade_do_cronavírus,curva,epicentro_da_pandemia
222,"o perigo que vem de fora 4 cearenses vem a velório e testaram positivo para #covid19 no piauí, os infectados já retornaram para o ceará.#coronavirus 4 cearenses vem a velório e testaram positivo para #covid19 no piauí, os infectados já retornaram para o ceará.#coronavirus",-1,infectados,ceará,piaui,none
223,"o pico da curva do mandeta para o coronavirus será quando?muda mais que previsão de tempo.e as mortes, felizmente, diminuem no brasil...pra desespero dos urubus...",-1,pico_da_curva,mandeta,mortes,brasil
224,o pico seria março-abril. Mandetta informou dps q seria maio-junho.agora o ministério da saúde divulga q será maio-agosto.o sistema político podre quer manter o brasil em quarentena para continuar roubando e superfaturando contratos e obras públicas.https://t.co/4xa434ser7,-1,pico,ministério_da_saúde,quarentena,none
225,"o posicionamento das minhas professoras sobre a pandemia: orar pra dar tudo certo ate junho pra ter tcc 🙏🏽🙏🏽🙏🏽🙏🏽 se voce falar nao pro coronavirus, ele acaba",-1,pandemia,none,none,none
226,o pres. trump anunciou a suspensão do financiamento pago pelos eua p/a oms até serem concluídas as investigações p/determinar se a oms agiu em conluio c/a china p/esconder do mundo a real dimensão da crise do coronavirus no início do ano. https://t.co/knvaxvg583,-1,trump,oms,crise_do_coronavírus,china
227,o presidente donald trump está suspendendo o financiamento da organização mundial da saúde enquanto uma revisão é realizada para avaliar o papel da oms na má gestão do surto de coronavírus. https://t.co/j2ol5l8kqw,-1,donald_trump,none,oms,surto_de_coronavírus
228,"o terror que alguns youtubers e imprensa colocaram na população chegou ao cumulo de corpos serem jogados na calçada de favelas, sob suspeita de morte por coronavirus, e ninguem ter coragem de tocar neles.estão com medo de que? do morto espirrar na sua cara?",-1,mortos,none,none,none
229,"o tocantins era o único do estado do país sem registro de mortes por covid-19. agora, todas as unidades da federação têm ao menos um óbito causado pelo novo coronavírus.",-1,tocantis,óbitos,none,none
230,"os integrantes do alto escalão do governo do rio de janeiro, incluindo o próprio vice-governador, cláudio castro, tiveram contato direto com o governador wilson witzel, que foi diagnosticado com #coronavírus.https://t.co/7ed21cociz",-1,governo_do_rio_de_janeiro,wilson_witzel,diagnosticado_com_coronavírus,none
231,"os políticos brasileiros serão responsáveis por milhões de mortes no brasil, sendo mais letal que o coronavírus. 🇧🇷",-1,policos_brasileiros,milhões_de_mortes,none,none
232,"pacientes com câncer e cardíacos deixam de buscar atendimento por medo da covid-19, alertam médicos https://t.co/xo7j4botkk https://t.co/4uscq8wh3q",-1,Covid-19,none,none,none
233,"para @osmarterra, a pandemia do #coronavírus no brasil atingiu o pico no final de março:a realidade:• casos até 31/3: 5717• casos até hoje: 25262• mortes até 31/3: 201• mortes até hoje: 1532 https://t.co/hcjrawihpa",-1,pico,mortes,none,none
234,"para o presidente do stf, restrição do direito de ir e vir, a pretexto de evitar a propagação do #coronavírus, sem recomendação da anvisa é ilegal. https://t.co/jkbhswvd3z",-1,propagação_do_coronavírus,direito_de_ir_e_vir,presidente_do_stf,recomendação_da_anvisa
235,passando para lembrar que o país que gasta 63 milhões de reais por ano com auxílio paletó é o mesmo em que os profissionais de saúde estão usando saco plástico como epi no enfrentamento do coronavírus. https://t.co/prthfsdx0r,-1,profissionais_da_saúde,enfrentamento,none,none
236,passei meus últimos dias compilando todas as medidas normativas tomadas pelo governo bolsonaro durante a crise do coronavírus. foram 161 até hj. a lista mostra os detalhes mais importantes de cada uma e link para a publicação original. atualização diária! https://t.co/3axdttsfdz https://t.co/yxrxpditsj,-1,medidas_normativas,governo_bolsonaro,crise_do_coronavírus,none
237,pastor evangélico dos eua que desafiou regras de distanciamento social morre de covid-19 https://t.co/kd84ghxnrb #g1 https://t.co/fhvhacett6,-1,eua,distanciamento_social,morte,Covid-19
238,"pastor morre em ivaiporã, sendo a primeira vítima de coronavírus . https://t.co/ichrl8sdcb https://t.co/qp9rhlv9yn",-1,vítima,none,none,none
239,"patriota que é patriota tem que abrir mão de tratamento contra o coronavírus porque sabe que isso é uma invenção comunista, da globo e da folha de são paulo! enviem essa mensagem adiante! somos o povo de deus! https://t.co/ulxb3cvabv",-1,tratamento_contra_coronavírus,invenção_comunista,none,none
240,"pela primeira vez, o brasil ultrapassou duzentas mortes por coronavírus em apenas 24 horas. esse número ainda não é o topo da curva e irá piorar. se puder, fique em casa. você pode impedir a propagação desse vírus.#fiqueemcasa",-1,topo_da_curva,propagação,vírus,none
241,pelo menos uma boa notícia no meio de tudo isso: a medica que fazia propaganda de “soro da imunidade” contra coronavírus no instagram vai ter q pagar multa de 18mil reais e suspensão profissional de 6 meses no conselho regional de medicina 😍😍😍https://t.co/qcgjsgu65e,-1,soro_de_imunidade,conselho_de_medicina,none,none
242,"pergunta, essa porra de coronavírus, já matou algum político? já matou algum ministro do stf? filhos ,mulheres ou netos desses caras? que bosta de vírus é esse? seria pontual..",-1,vírus,none,none,none
243,pessoal o google liberou relatórios de mobilidade urbana e dados sobre os principais setores nesse cenário de covid-19 em todos os países do mundo (divido por estados). assustador ver que nos eua a circulação em parques aumentou em até 11%. https://t.co/5mdqqdmq1l #coronavirus,-1,google,mobilidade_urbana,eua,none
244,"petra costa quer reunir vídeos com depoimentos de pessoas em quarentena, como cada um vive a pandemia em sua casa.pronto, lá vai ela fazer um documentário contando que todos os brasileiros foram mortos pelo coronavírus, mas foram ressuscitados pelo lula",-1,petra_costa,pandemia,mortos,none
245,"pico do coronavírus no brasil será entre maio e junho, diz mandetta.faz assim, a gente deixa o pico em aberto, daí quanto a gente atingir o pico, a gente dobra o pico. -dilma mandetta rousseff.",-1,pico_do_coronavírus,brasil,mandetta,none
246,pilantras no brasil fizeram um estudo usando uma dose 3x maior que a recomendada e concluíram que a cloroquina não é segura para uso pois tem efeitos colaterais.https://t.co/x0pkfghdyf,-1,cloroquina,none,none,none
247,"A imprensa brasileira perdeu, para o coronavírus, um dos maiores. Chega a ser ironia, 1 vez q a Band jura q não recebeu dinheiro de 1 presidente que minimiza essa doença. O Brasil prede um grande comunicador mas, certamente, alguém saiu ganhando com esse governo genocida. https://t.co/5G0KA1nvzC",-1,governo_genocída,imprensa_brasileira,presidente,none
248,polícia do paraná autua youtuber por disseminar fake news sobre coronavírus https://t.co/z2zaardvhl,-1,fake_news,none,none,none
249,por que a imprensa brasileira esconde estes dados sobre coronavírus? ser... https://t.co/nly1eno2mr via @youtube,-1,imprensa_brasileira,none,none,dados_sobre_coronavírus
250,"precisamos nos cuidar, não é uma gripezinha. descanse em paz, tia, escreveu o deputado na legenda #meiahorahttps://t.co/acuxql4yue",-1,gripezinha,none,none,none
