Id,twitter,polarity,aspect1,aspect2,aspect3,aspect4
181,china faz segunda etapa de testes contra coronavírus #falabrasil #coronavírusplantão https://t.co/vmeczqcmkq,1,china,testes,none,none
182,"Meu pai sobreviveu à Covid-19, pessoal!",1,Covid-19,none,none,none
183,"chocados com o que o washington post disse no seu editorial? desde quando é novidade que o bolsonero é o pior líder global a lidar com o coronavírus?agora é vergonha mundial como nunca antes. não se brinca com a vida das pessoas desse jeito, agora aguenta aí",-1,bolsonero,none,none,none
184,cientistas de santa catarina dizem que pronunciamento “de alguma autoridade nacional” pode ter afetado curva do coronavírus no brasil. íntegra do estudo https://t.co/0zSQTanpwT,-1,curva do coronavírus,brasil,cientistas,santa catarina
185,"cloroquina mata pacientes em manaus e estudo sobre seu uso é cancelado, segundo o new york times https://t.co/afcfoxfbpz",-1,cloroquina,manaus,none,none
186,coletiva de imprensa: coronavírus - medidas do governo de são paulo - 14/04/2020 https://t.co/i6gt5t5zc0,1,governo de são paulo,none,none,none
187,"com 720 casos confirmados de coronavírus, rs registra dia sem mortes - https://t.co/8iee4wffaq",1,casos confirmados,none,none,none
188,"com tática de bolsonaro, turquia vê coronavírus disparar no país @uolnoticias @uol https://t.co/kxo2rrk5ke",-1,bolsonaro,turquia,none,none
189,"começou! e o destaque de hoje é uma roda de conversa com a participação de pessoas que contraíram a covid-19 e que foram submetidas ao tratamento. o nosso time de especialistas também segue à disposição para tirar as suas dúvidas, aqui na @bandtv! 😉📺#aquinaband #coronavírus https://t.co/srjvvhkvt9",1,Covid-19,Covid-19,none,none
190,"A parceria do @govbr com a indústria nacional deixa o Brasil mais forte no combate ao covid-19. Após cancelamento da entrega por fornecedores internacionais, uma rede com mais de 15 instituições envolvidas darão o suporte. Detalhes: https://t.co/2SSXv1A5Lj'",1,brasil,combate ao covid-19,none,none
191,comissão externa debate ações preventivas ao coronavírus. https://t.co/4wvdaxui0o,1,ações preventivas,none,none,none
192,como medidas de isolamento contra coronavírus aumentaram popularidade do presidente da argentina https://t.co/mre9rasijh https://t.co/nbnbzfcgw2,1,medidas de isolamento,presidente,argentina,none
193,"compartilho a matéria da gazeta do povo, que aborda o apoio da bancada do paraná no senado sobre o uso do fundo eleitoral para o enfrentamento do coronavírus. penso que devíamos acabar com esses fundos.",1,fundo eleitoral,enfrentamento ao coronavírus,gazeta do povo,bancada do paraná
194,compositor aldir blanc está internado em estado grave com suspeita de coronavírus. https://t.co/pf4wjp11st https://t.co/hxvawozcrx,-1,aldir blanc,suspeita de coronavírus,none,none
195,se eu não morrer de covid-19 eu morro de ansiedade,-1,Covid-19,ansiedade,none,none
196,confira as medidas contra coronavírus para o cidadão https://t.co/nkdl1m74lc https://t.co/go2lvwyzlf,1,medidas contra coronavírus,none,none,none
197,confirmada 19ª morte por coronavírus no rn @portaldorn https://t.co/kpzhc36onj,-1,morte,none,none,none
198,conselho de medicina suspende exercício profissional de médica que associou soro de imunidade ao coronavírus https://t.co/121w08io4m #g1 https://t.co/fhwfbav8t7,-1,soro de imunidade,conselho de medicina,none,none
199,"contra coronavírus, distanciamento social intermitente pode ser necessário até 2022 (via @estadaosaude) https://t.co/lwyrtoaczl",-1,distanciamento social intermitente,none,none,none
200,"coronavírus em bh: 50 funcionários do hospital risoleta neves estão contaminados. no dia 08 de abril eram 2 casos confirmados. no dia 10, havia19 casos e no dia 13 número subiu pra 49. há ainda 93 exames em andamento https://t.co/szfrize1kh",-1,hospital isoleta neves,bh,funcionários infectados,none
201,coronavírus infecta equipes do samu recife e deixa pelo menos 98 profissionais fora de combate à covid-19https://t.co/c7mpl3hrqz https://t.co/b8feds9ht4,-1,equipes do samu infectados,combate a covid-19,none,none
202,"covid-19. mais recuperações do que mortes, mas vírus continua a espalhar-se a norte. alentejo e ilhas sem novos casos https://t.co/wfgqqhnfam https://t.co/vfzqrj9gnl",-1,vírus,novos casos,none,none
203,covid-19. o estado do surto em portugal? estável (veja em gráficos e em mapas) https://t.co/evfwt9pvw1 via @expresso,-1,estado do surto,portugal,Covid-19,none
204,"cpi do #comunavirus, em breve será preciso investigar o maior esquema de corrupção que o brasil já enfrentou, responsável pela roubalheira durante a pandemia!!!#coronavirus #covid19 #obrasilnaopodeparar",-1,comunavirus,esquema de corrupção,robalheira durante a pandemia,none
205,"crise do coronavírus já custa r$ 3,9 bilhões a operadoras de turismo https://t.co/iyfog6ja2r https://t.co/rxougbpoyf",-1,crise do coronavírus,operadoras de turismo,none,none
206,curitiba deve ter pico de casos de coronavírus entre o final de abril e o começo de maio https://t.co/f9cx1oaank https://t.co/fyfbpa3e1m,-1,curitiba,pico de casos,none,none
207,"datena está dizendo que foi jair bolsonaro a primeira pessoa no mundo que disse que a cloroquina poderia ser usada no tratamento do coronavírus.é sério, ele disse isso.",-1,jair bolsonaro,cloroquina,none,none
208,"de acordo com a polícia militar, a marca dos testes negociados por fernandinho mariano seria a mesma de lotes roubados no aeroporto de guarulhos nesta semana https://t.co/zpgsntdeyc",-1,testes roubados,none,none,none
209,"declarações irresponsáveis ás vezes custam caro. as pessoas mais jovens, além de poderem ser transmissoras assintomáticas, correm risco de ter complicações graves quando expostas a altas cargas do coronavírus. não se arrisque e nem às outras pessoas. se puder, fique em casa! https://t.co/nxxsjy4hj3",-1,transmissoras assintomáticas,none,none,none
210,denúncia é assinada por vereadora do psol e diz que governo está violando o direito à informação da população https://t.co/2kjqg7jan5,-1,direito a informação,vereadora,psol,none
211,"depois de uma morte e 35 suspeitas de contaminação, denúncia aponta negligência. https://t.co/3tihfnb1si",-1,suspeitos de contaminação,none,none,none
212,"depois do witzel anunciar que pegou coronavírus, agora helder paspalho do pará também disse que foi contaminado. não acredito em nenhum dos dois. e, caso tenham sido mesmo contaminados, fica mais uma vez comprovado que isolamento não resolve nada.",-1,witzel,helder,isolamento,none
213,"deputados realizam, na manhã de hoje, a primeira sessão ordinária por vídeo conferência da história da @alepa_com. a sessão é remota para manter o isolamento social e combater a disseminação do coronavírus. você poderá acompanhar pela rádio e tv alepa no https://t.co/lkcguxkj7h https://t.co/8wdubww2rt",1,vídeo conferência,isolamento social,combater a disseminação do coronavírus,none
214,"deu no washington post: quando as infecções começaram a espalhar no país com mais de 200 milhões de pessoas, o populista de direita chamou o coronavírus de \gripezinha\ e pediu que os brasileiros \enfrentassem o vírus como homem, não como moleques.https://t.co/79rdnkicgk",-1,populista de direita,gripezinha,none,none
215,"di ferrero e gee rocha farão live com músicas do nx zero nesta quinta-feira (16), às 21h30: https://t.co/g1ga0rxozv (📸: di ferrero/instagram) #livevaipassar https://t.co/nrl4ffwn2l",1,live nxzero,none,none,none
216,"diante da vitória de ermando armelino pivita, de 99 anos, que ganhou uma batalha contra o #coronavírus, restou aplausos ao ex-combatente do exército durante a 2ª guerra. pivita recebeu alta nesta terça (14/4) e está curado. ele é o brasileiro mais velho a ser curado. https://t.co/b73hpyazko",1,none,none,none,none
217,"dinamarca começou a a reabrir suas escolas nesta quarta-feira (15), após um mês de fechamento em consequência da pandemia do novo coronavírus. o país, foi o primeiro europeu para reabrir as creches e escolas do ensino básico.",1,dinamarca,pandemia,novo coronavírus,none
218,"dinheiro - coronavírus: fmi prevê défice de 7,1% em portugal este ano https://t.co/prcfsvmbb3",-1,portugal,none,none,none
219,"distanciamento social intermitente pode ser necessário até 2022 se não houver vacina, diz estudo na science imunidade ao coronavírus deve ser temporária, afirmam pesquisadores da universidade harvard (via @folhaequilibrio)",1,distanciamento social intermitente,vacina,imunidade,none
220,"doamos r$ 1 bilhão para o combate ao coronavírus, mas somos um banco e não entendemos sobre saúde. por isso, o valor será administrado pelo todos pela saúde, uma aliança entre especialistas de diversos setores da saúde.",1,combate ao coronavírus,setores da saúde,banco,none
221,"dois governadores diagnosticados com covid-19 no mesmo dia. um no norte e outro no sudeste. alerta importante que o coronavírus continua avançando pelo brasil. por isso, reforço: fique em casa. cuide da sua saúde e de quem você ama.",-1,govenadores diagnosticados,none,none,none
222,donald trump dizendo que a oms não avisou sobre a gravidade do coronavirus. eu tô gaitando. é muita cara de pau!,-1,donald trump,oms,coronavirus,none
223,"dos meus criadores de jorge amado e zélia se protegem contra o #coronavirus, no rio vermelho, em #salvador, agora é a vez de dorival caymmi, em itapuã.📸 thiago barros/reprodução_insta:salvadormeuamor https://t.co/pyx8b9rjga",1,none,none,none,none
224,"dou muito rt em bichinho e isso é muito motivo de orgulho pra mim. às vezes cê tá putaço/a e vê altas bosta de coronavírus, vulcão, live do gustavo lima, enfim, só merdaaí eu trago o conteúdo bichinhos arrombados de fofos pra sua timeline. é isso que eu faço.de nada.",1,none,none,none,none
225,"dr alexandre fernandez de almeida, cardiologista, reside em ávila na espanha, teve coronavirus e fala sobre o assunto com propriedade. ele diz que a doença não é tao letal quanto a mídia fala.vale muito à pena ouvir! https://t.co/4t1bnzds0j",1,alexandre fernandez,none,none,none
226,é #fake que tv da itália mostrou que novo coronavírus foi fabricado em laboratório chinês https://t.co/ehmrwmw0tu https://t.co/mi8qiaxj0l,-1,fake,itália,novo coronavírus,none
227,é #fake que vídeo mostre hospital de campanha da unicamp sem nenhum atendimento | coronavírus | g1 https://t.co/gnlivtcppj. bolsomínios e suas fakes ridículas!,-1,hospital de campanha da unicamp,bolsomínios,none,none
228,"é com aflição e cada vez mais com indignação irada, q muitos policiais de são paulo estão vendo a sua imagem ser destruída, dia após dia, pelas violências, ilegalidades e atos de estupidez q seus superiores mandam cometer em nome do combate ao coronavírus https://t.co/p7joen8up6",-1,combate ao coronavírus,none,none,none
229,"e como são vírus de fita simples de rna, há muitas mutações em cada epidemia. por isso a cada ano eles voltam a infectar a mesma população. fenômeno semelhante ao influenza. com os coronavírus causadores de sars temos algo diferente: as características da proteína s.",-1,influenza,none,none,none
230,"é complô? 🤔governador do rj wilson witzel e do pa helder barbalho assumindo, no mesmo dia, que estão estão com o coronavírus.aposto que depois vão dizer que se curaram sem o uso da cloroquina.alguém tem dúvidas?",-1,governador do rj,cloroquina,none,none
231,"é muito fácil o governo fechar tudo! dizer fique em casa, enqto seus salarios milionários estao em suas contas. Diferente de nós, meros mortais, q a 9 dias esperamos a decisão do governo, de se vamos morrer de fome ou do coronavirus! eu não sei o q fazer!😭💔 #auxilioemergencial",-1,morrer de fome ou do coronavirus,none,none,none
232,"e o pessoal acha que é baboseira a projeção de isolamento até 2022, sendo que o país que melhor atuou no combate ao #coronavirus tá fazendo novo lockdown https://t.co/79mvy7pnsi",-1,projeção de isolamento,none,none,none
233,é o que deveriam fazer com bolsomorte #interditembolsonaroja https://t.co/ejzs7q6vbt,-1,bolsomorte,none,none,none
234,"é preciso dar mais acesso ao mercado de trabalho, tanto aos jovens quanto aos mais velhos.vamos desburocratizar e flexibilizar as relações trabalhistas para promover o emprego e o crescimento econômico.@novonacamara @partidonovo30#coronavirus #covid19#santacatarina https://t.co/dpmp0zyh38",1,none,none,none,none
235,e se a gente pedir pro coronavirus dar uma pausa so pra gente ter festa junina e dps ele volta,1,none,none,none,none
236,"e se o cássio não estivesse ali? já parou pra pensar como alguém pode fazer falta na nossa vida? não relaxe as medidas preventivas contra o #coronavírus, ele mata. lave as mão. proteja os mais velhos, fique em casa e use máscara. o pior ainda não passou. #ficaemcasa https://t.co/3ftydsaapp",1,medidas preventivas,none,none,none
237,é... hoje é dia da aplicação da resolução 672/2020 do stf... coronavírus no pretório excelso. adi 6341 e adi 6343. a discussão afeta às mps 926/20 e 927/20.,1,none,none,none,none
238,editorial do washington post afirmando que bolsonaro é o pior líder do mundo. não é o texto de um colunista. é a opinião da empresa. https://t.co/2kwjio06xj,-1,bolsonaro,washington post,none,none
239,"editorial do washington post coloca o presidente do brasil ao lado de lideres de belarus, turquemenistão, nicarágua como os piores a lidar com a crise - e diz que de longe o caso mais grave de improbidade é o do presidente brasileiro jair bolsonaro https://t.co/togouvvcnw",-1,presidente do brasil,improbidade,none,none
240,editorial do washington post.e d i t o r i a l.não é artigo de opinião de colunista.título:líderes arriscam vidas ao minimizar o vírus. bolsonaro é o pior. https://t.co/ad8zphfzjj,-1,washington post,none,bolsonaro,none
241,el país trump acusa a oms de “encobrir” expansão do coronavírus e congela repasse de recursos https://t.co/bwh1morrnk via @elpais_brasil,-1,trump,oms,expansão do coronavírus,none
242,"ele não estava em quarentena, como os demais cidadãos residentes no rio de janeiro?agora, infectado pelo #coronavírus, não permanecerá em confinamento residencial, a fim de evitar a propagação do vírus? https://t.co/njguyfo8vx",-1,quarentena,confinamento residencial,propagação do vírus,none
243,"em caso de dúvidas sobre o #coronavirus, ligue grátis para o alô vida nos números 800149, 82149, 84146 ou consulte a plataforma pensa discando *660##covid19moz https://t.co/ikv5icigwo",1,none,none,none,none
244,em direto. covid-19 em portugal: número de internados e de doentes nos cuidados intensivos diminui https://t.co/hadjohfogp via @expresso,1,Covid-19,portugal,internados,cuidados intensivos
245,"em editorial, jornal americano atacou postura do presidente brasileiro diante do novo coronavírus e disse que donald trump faria um grande favor ao brasil se aconselhasse bolsonaro a mudar de atitude.https://t.co/u5jkqejhk8",-1,jornal americano,donald trump,bolsonaro,none
246,"em entrevista à rádio ufmg educativa, especialista em energias renováveis analisou impactos ambientais das medidas de combate ao novo coronavírus . https://t.co/lg66xzbyfp",1,impactos ambientais,none,none,rádio ufmg educativa
247,"em entrevista ao exército brasileiro, o ex-combatente durante a 2ª guerra mundial ermando armelino pivita, de 99 anos, agradeceu a todos que cuidaram dele nos oito dias que ficou internado no hfa. ele foi curado da covid-19, doença causada pelo novo #coronavírus. https://t.co/iifnioefxt",1,Covid-19,novo coronavírus,none,none
248,"em estudo, especialistas vão avaliar uso de corticoide contra coronavírus https://t.co/snoa95r9jj",1,none,none,none,none
249,"em março, o agronegócio respondeu por 48,3% das exportações brasileiras. fica cada vez mais claro: quando passar o pior dessa tragédia, a agropecuária será a base da retomada do crescimento econômico. nenhum vírus consegue parar a agricultura brasileira. https://t.co/yqfk4kfpv9",1,agricultura brasileira,retomada do crescimento econômico,none,none
250,"em menos de um mês, brasil tem mortes por coronavírus confirmadas em todos os estados https://t.co/ga30ki4cxd",-1,mortes confirmadas,none,none,none
251,"em nova estratégia, oms cita risco de transmissão descontrolada do coronavírus.cenário é temido caso transição de quarentenas para normalidade seja realizada de forma abrupta. https://t.co/2usroitwz6",-1,oms,risco de transmissão,transição de quarentenas para normalidade,none
252,"em nova publicação da série relatos da pandemia, giovana conta como foi deixar às pressas um país que deveria ser um dos mais preparados do mundo para lidar com uma pandemia. https://t.co/qtu6ysrqhx",-1,relatos da pandemia,none,none,none
253,em reunião com lideranças latino-americanas reunidas no grupo de puebla @progresalatam lula defendeu a integração regional no combate ao coronavírus. @lulaoficial ainda lamentou a morte de tantas pessoas ao redor do mundo: “quero ser solidário a cada companheiro”. https://t.co/i5gckehisz,1,combate ao coronavírus,mortes,none,none
254,"em são paulo, 15% dos internados por coronavírus não sobrevivem à doença https://t.co/vplfk4fh92",-1,são paulo,internados por coronavírus,none,none
255,em tempos de #quarentena #covid19 #coronavirus as demais doenças não deixaram de existir. todo cuidado é importante. #diabetes #diagnostico #procureummedico https://t.co/6lin5zdghv,1,quarentena,Covid-19,none,none
256,"em yekwana, wapichana, yanomami, taurepang pemon e taurepang, indígenas dão dicas para evitar contágio da doença @ufrroficialhttps://t.co/kcjimexsa2",1,indígenas,contágio da doença,none,none
257,"enquanto alguns jornais destacaram que o número de mortes por coronavírus na espanha cresceu, outros optaram por registrar que a quantidade diária de novos casos confirmados diminuiu https://t.co/bbwqnnf5ps",-1,número de mortos,quantidade diária de novos casos,none,none
258,"enquanto onyx lorenzoni, a escória da política gaúcha, faz sabujos elogios ao governo, a família bolsonaro e seus sequazes, moro, guedes, salles et caterva terraplanista, vão enterrando o país. 204 mortos! eles são os coveiros do brasil, dançando com os caixões do coronavírus... https://t.co/ru0zvfjptd",-1,onyx lorenzoni,família bolsonaro,terraplanista,mortes
259,entenda como fomos impedidos de votar o fundão para o combate ao coronavírus.o deputado rodrigo maia inadmitiu a emenda do novo que destinaria os recursos do fundão e fundo partidário para a saúde e também a emenda da redução dos salários de políticos. https://t.co/aa6slwuqat,-1,combate ao coronavírus,rodrigo maia,fundo partidário,none
260,"Vamos salvar a economia, que covid-19 que nada... é só uma gripezinha. https://t.co/Gbh9s5Uqno",-1,Covid-19,gripezinha,none,none
261,"espalhe boas notícias478.503 pessoas curadas de coronavírus no mundo14.026 curadas de coronavírus no brasil. avisem ao mandetta, pq ele não soube responder. muitos países europeus já estão relaxando a quarentena. comércio reabrindo. Deus abençoe a todos. um ótimo dia",1,pessoas curadas,mandetta,none,none
262,espanha registra queda em mortes diárias por coronavírus testes aumentam https://t.co/nzyquqjm60 siga @uinstante,1,espanha,mortes,testes,none
263,"especialistas defendem a necessidade de acrescentar testes que detectem os anticorpos, e não o coronavírus em si (quem está doente)os testes de anticorpos identificam os que já foram contaminados e que poderiam ser liberados para voltar ao trabalho https://t.co/y84lvkewe3",1,testes de anticorpos,none,none,none
264,esperando o pum do palhaço — produtores e advogados alertam que a secretaria especial de cultura do governo bolsonaro não se adequou à urgência que a paralisação completa do setor e os prejuízos derivados pela pandemia de coronavírus. https://t.co/pvcndh9sf7,-1,secretaria especial da cultura,paralização completa,pandemia,none
265,"espirro de três em três minutos. coronavirus? naaaaao, é só a mudança de tempo que faz isso com pessoas sensíveis como eu kkkkkk",1,none,none,none,none
266,"esse circo de coronavírus não funciona comigo. esse surto armaram para implantar uma ditadura comunista. logo após a cidadã foi presa. parabéns à polícia que agiu dentro da lei nesta ação que protege não só a vida dela, mas a de outras pessoas https://t.co/8x08hlob3d",-1,circo de coronavírus,surto,ditadura comunista,none
267,esta é a charge de hubert publicada na #folha nesta quarta (15). quer ver mais charges do jornal? acesse https://t.co/sybmd9isw2. #folha #fsp #folhadespaulo #coronavirus #covid19 #coronavirusbrasil #charge #humor #drawing⠀ https://t.co/nshecrxoxv,1,none,none,none,none
268,estação de trem instala tenda de higienização contra coronavírus #falabrasil #coronavírusplantão https://t.co/8rbwgrv7jc,1,tenda de higinenização,none,none,none
269,estado do rio tem 42 mortes por coronavírus em um só dia https://t.co/li2q34eswi via @jornalextra,-1,estado do rio,mortes,none,none
270,estamos doando r$ 1 bilhão para o combate ao coronavírus e vamos explicar aqui um pouco como vai funcionar. 👇 https://t.co/qa9f3ozn1w,1,combate ao coronavírus,none,none,none
271,"estão certos os eua, é preciso seriedade, a oms não pode ser política como foi neste caso do #víruschinês, o coronavírus...chanceler dos eua quer ‘mudança radical’ na oms - renova mídia https://t.co/mmhvl51adz via @renovamidia",-1,eua,oms,none,none
272,este é o brasil com casos de coronavírus confirmados em 1.066 municípios. e todos os estados já registraram ao menos uma morte pela doença. veja hoje na análise em https://t.co/qhixrad41p https://t.co/kj5q5dlsku,-1,casos de coronavírus confirmados,mortes,doença,none
273,este homem não devia governar nem a própria casa! ele representa tudo o que a humanidade tem de errado!!!brasil atribui aumento da desflorestação na amazónia ao novo coronavírus https://t.co/qvymqnzypb,-1,desflorestação na amazônia,novo coronavírus,brasil,none
274,"estou me juntando a milhares de pessoas de todo o mundo, que estão apoiando o secretário-geral da onu (#un) @antonioguterres em seu apelo a um cessar-fogo mundial (#globalceasefire) na #covid19pandemic. rt! #coronavirus https://t.co/WLxcEeOqwX",1,secretário geral da onu,cessar fogo mundial,Covid-19,none
275,estudo avalia o quanto o novo coronavírus deverá persistir na população humana após o estágio inicial da pandemiahttps://t.co/g6xih3pbus,1,novo coronavírus,none,none,none
276,"estudo de um renomado cientista israelita, presidente da agência espacial de israel, apontou que o “milagroso” lockdown não tem qualquer efeito na linha temporal do coronavírus. vendido como única alternativa eficaz para frear o avanço do vírus, muitos embarcaram no experimento.",1,cientista,lockdown,none,none
277,estudo traça rotas de dispersão do novo coronavírus no estado de sp https://t.co/oqkjc4cjfy https://t.co/pxxzv3kmif,1,rotas de dispersão,estado de sp,none,none
278,eu acredito...#instinto #maternal#maternity #maternelle cuidem-se.o #coronavirus não vai embora como quer o energúmeno #bolsonaro.#fiqueemcasa#stayhome https://t.co/j8cnp4dnlf,1,none,none,none,none
279,eu li uma noticia que se n tiver uma vacina para esse coronavirus podemos ficar em isolamento social até 2022,-1,vacina,isolamento social,none,none
280,"eu nao aguento mais sonhar com hospital e gente morrendo. coronavirus, sai da minha cabeça, pf",-1,hospital,gente morrendo,none,none
281,evolução dos casos de #coronavírus no mundo: 19/01: 100 casos24/01: 1.000 casos12/02: 50.000 casos06/03: 100.000 casos18/03: 200.000 casos26/03: 500.000 casos02/04: 1.000.000 casos14/04: 2.000.000 casos,-1,evolução dos casos,none,none,none
282,"exército se prepara para a guerra! já foram produzidos 2,2 milhões de comprimidos de cloroquina e ainda vai ampliar a produção. o inimigo é o coronavírus e a produção da nossa arma está a todo vapor. vamos vencer!",1,cloroquina,none,none,none
283,pesquisador da fiocruz sobre relaxamento do isolamento social: “vamos perder vidas em decorrência da sobrecarga do sistema de saúde e não vamos preservar os empregos”https://t.co/3j4rpdeyys#coronavirus #covid19 #coronavirusbrasil,-1,fiocruz,relaxamento social,sistema de saúde,empregos
284,"as decisões da #justiçadotrabalho garantiram a destinação de mais de r$ 171,7 milhões à prevenção e ao combate do #coronavírus https://t.co/m5rq1mgciq https://t.co/ddnxc36cre",1,combate do coronaírus,none,none,none
285,"exportações chinesas caíram 6,6% em março, uma queda impactante para um país cuja economia depende em grande parte das vendas internacionais.se população mundial parar de comprar produtos chineses, o regime totalitário enfrentará sérios problemas.https://t.co/qlqc1uu2wr",-1,exportações chinesas,vendas internacionais,none,none
286,feijóo dá por concluída a fase aguda da crise do coronavirus https://t.co/bxyzqzp72i https://t.co/ijklc0xtaf,1,none,none,none,none
287,feminicídios em casa dobram em sp durante quarentena por coronavirus https://t.co/diyz45xxka https://t.co/bbqpsasqwe,-1,feminicídios em casa,quarentena,none,none
288,"fiocruz, unb e usp estimam: ao não testar presença do vírus, país esconde 14 de cada 15 infecções. ocupação das utis já beira 75%. sem ampliar isolamento, cenário é catastrófico. Leia também: governo salva bancos",-1,utis,isolamento,infecções,fiocruz
289,"galera, infelizmente o brasil teve seu recorde de mortos em função do novo coronavírus, com 204 mortos nas últimas 24 horasao contrário do que alguns dizem, não há indícios de que a epidemia está acabando no brasil.se puder, fique em casa.",-1,mortos,novo coronavírus,none,none
290,gente quem namora ta imune ao coronavirus?? pq to vendo todo mundo se encontrando com o namorado e fiquei com essa dúvida kk,1,none,none,none,none
291,"governador wilson witzel foi diagnosticado com coronavírus, espero que ele use hidroxicloroquina, de coração.",-1,wilson witzel ,hidroxicloroquina,none,none
292,governadores do nordeste estão entre os mais bem avaliados no combate ao coronavírus,1,governadores do nordeste,combate ao coronavírus,none,none
293,governadores do pará e do rio de janeiro testam positivo para covid-19 #falabrasil #coronavírus https://t.co/uqlsqx2oab,-1,governadores do pará,Covid-19,none,none
294,"governo estadual havia anunciado a permissão para reabrir o comércio e os serviços não essenciais, mantendo acesso restrito para evitar aglomerações e álcool gel para o público.https://t.co/ihsuswuzvn",1,governo estadual,aglomerações,álcool gel,none
295,governo federal muda tom e adota mote proteger vidas e empregos em nova campanha contra o coronavírus,1,governo federal,none,empregos,nova campanha
296,"guardem bem estas palavras. vamos ver muita gente a recordá-las, muitas vezes. o que antónio costa está a dizer é, obviamente, mentira.antónio costa afasta cenário de austeridade pós-coronavírus https://t.co/favt61jpuj",1,cenário de austeridade,Pós-coronavírus,none,none
297,helder barbalho rei do norte por favor venha aqui e pegue o meu pulmão pra continuares combatendo o coronavírus,-1,helder barbalho,combatendo o coronavírus,none,none
298,"hoje foi revelado pelo jornal washington post que o departamento de estado americano já havia debatido, em comunicações secretas, as falhas de segurança no laboratório de wuhan, que faz pesquisas com coronavírus, inclusive relatando infecções de cientistas no local.",-1,washington post,pesquisas com coronavírus,infecções de cientistas,none
299,"hoje identificamos vários casos positivos de coronavírus em porto velho. foi feita uma investigação e descobrimos que essas pessoas estavam em uma festa em 4 de abril. ou seja, não estavam trabalhando e nem levando o pão para casa https://t.co/zsaaxchqd9",-1,casos positivos,porto velho,none,none
300,"hoje no blog trincheira, já com um layout melhor, falo sobre a necessidade da formação de uma rede de proteção social para as comunidades e periferias, frente às externalidades trazidas pela pandemia do coronavirus.acessa lá, comenta e participe!https://t.co/tnkhjjalzu https://t.co/91dxudx0sz",1,rede de proteção social,pandemia,none,none
301,"hoje, conversei com luiz andrade, preparador físico do @ecbahia, sobre os desafios de ter atletas treinando, em casa, nesse momento, e a incerteza que vive o futebol na pandemia do novo coronavírus! segundo ele, jogadores tricolores estão de parabéns!https://t.co/kdruiqcvza",1,futebol na pandemia,novo coronavírus,none,none
302,"hoje, falo na @tribunadonorte sobre a estimativa de 86,7% de casos de coronavírus subnotificados no rn. teríamos, na realidade, cerca de 2,8 mil infectados, não 376.para cada caso confirmado da covid-19 no rn, há seis não notificados https://t.co/tmmfxss96r",-1,casos de coronavírus,subnotificados,caso confirmado,Covid-19
303,"homem de 99, que lutou na segunda guerra mundial, recebe alta após contrair o novo coronavírus. https://t.co/dcjotmvw4n https://t.co/q1lpnqcl8s",1,novo coronavírus,none,none,none
304,https://t.co/19cahijhct como tem sido estressantes os plantões nos hospitais pelo mundo afora por causa da pandemia de coronavirus.,-1,hospital,pandemia de coronavírus,none,none
305,https://t.co/ehj334bpzk uel contra o coronavírus: projeto de máscaras de alta proteção desenvolvido por professores da enfermagem e design!👏👏👏👏👏,1,máscaras de alta proteção,none,none,none
306,"Infectados devem desenvolver ‘alguma proteção” contra covid-19, diz OMS https://t.co/dI7DzxpgxP",1,infectados,proteção contra covid-19,oms,none
307,importante essa mensagem do @henrybugalho para vencê-los precisamos ser melhores que eles. fake - médica bolsonarista vítima do coronavírus?! https://t.co/md98gt4kqc via @youtube,-1,médica,none,none,none
308,inacreditável: funai alerta que os indígenas não devem bloquear as estradas de acesso às aldeias durante a pandemia do novo coronavírus por motivos de brasil não pode parar https://t.co/BUaVGAwE2Q,-1,indígenas,acesso às aldeias,pandemia,novo coronavírus
309,índia leva china ao tribunal internacional por eventual responsabilidade na pandemia global de coronavírus.▪️noticia brasil online. https://t.co/9dn1vs825g,-1,Índia,china,tribunal internacional,responsabilidade na pandemia global
310,"informações desencontradas e problemas com o cadastro de imigrantes têm dificultado ainda mais o acesso dessa população ao benefício, criado para atenuar os efeitos econômicos do coronavírus",-1,cadastro de imigrantes,none,none,none
311,"islândia, tailândia, alemanha, nova zelândia, finlândia, islândia e dinamarca: sabem o que estes países têm em comum? são comandados por mulheres e foram apontados como exemplos de gestão de crise de saúde do coronavírus. #elasporelas #portodasnóshttps://t.co/j7bmpcac5n",1,mulheres líderes,crise de saúde,none,none
312,"já que geral virou especialista, cientista e mães diná também vou dar minha previsão. funai alerta que os indígenas não devem bloquear as estradas de acesso às aldeias durante a pandemia do novo coronavírus por motivos de brasil não pode parar https://t.co/BUaVGAwE2Q",-1,Indígenas,acesso às aldeias,pandemia,novo coronavírus
313,ja temos a nossa furacão conectada na internet e protegida do coronavírus! 📲😷 https://t.co/wiiykxu6rh,1,none,none,none,none
314,leio na imprensa que cientistas canadenses apontam #cães de rua como possíveis hospedeiros do #coronavirus. temo por uma ação desenfreada das carrocinhas mundo a fora .,-1,cientistas,hospedeiros do coronavírus,none,none
315,luvas descartáveis podem aumentar o risco de infecção por covid-19. produtos protegem da contaminação do coronavírus por um período muito curto. entenda: https://t.co/dvkgjwjqpv 🌐,1,luvas descartáveis,risco de infecção,Covid-19,contaminação
316,"mais de 200 horas de trabalho entre roteiro e edição. Cerca de 1100 fontes consultada se 1h e 11 minutos de material o spotniks lançou o primeiro documentário sobre o coronavirus, da descoberta aos fatos mais recentes. confiram aí",1,documentário sobre coronavírus,none,none,none
