Id	;	twitter	;	class
147	;	a ilha de são luís concentra hoje 94% dos casos confirmados de coronavírus no maranhão. pactuamos com a @prefeiturasl a estratégia de atendimento que consta nesse card. por favor, ajudem a difundir via whatsapp e nas redes sociais. obrigado. https://t.co/c16psqi1sx	;	-1
148	;	a imprensa não dá nenhuma notícia boa sobre coronavírus. sabe por quê? a questão é bolsonaro. assista! https://t.co/oo4lopfgdb	;	1
149	;	a itália, um dos países mais afetados pelo coronavírus, permitiu que parte do comércio reabrisse as portas. mas a preocupação com a doença continua. #borabrasil #bandjornalismo https://t.co/vhbg4xzk4y	;	-1
150	;	a letalidade do h1n1 pode ser muito maior que o coronavírus, diz osmar terra - opinião crítica https://t.co/th8nuwsaem	;	1
151	;	a luta contra o novo coronavírus é diária e pede ações rápidas. entregamos nesta quarta-feira (15) o hospital recife 1, construído em 20 dias. essa é a quarta unidade pronta, dos 7 hospitais de campanha que estão sendo construídos. ao todo, serão 1000 leitos. #juntospelavida https://t.co/zpx8twzu0t	;	-1
152	;	à medida que o mundo combate a pandemia de #covid19, secretário-geral das @nacoesunidas alertou para uma “epidemia” paralela.segundo @antonioguterres, existe uma “perigosa epidemia de desinformação” que ameaça o enfrentamento ao novo #coronavírus.🔘 https://t.co/wlpoxjx4yb https://t.co/5xcwbfxtak	;	1
153	;	a national emergency library disponibilizou 1,4 milhão de e-books de maneira gratuita, mas pra isso usou o #coronavírus como desculpa, sem pedir autorização das editoras envolvidas! fundada em 1996 para arquivar páginas da web, começaram a digitalizar livros em 2005. https://t.co/srt7skcphi	;	-1
154	;	a organização mundial da saúde impediu os médicos de exortar os países a impor controles nas fronteiras para impedir a propagação do coronavírus, foi revelado. esqueça apenas os cortes de financiamento, precisamos de investigações e demissões. https://t.co/tpb9ytbzup	;	-1
155	;	a pandemia do coronavírus é uma situação de grande dificuldade e por isso exige o comprometimento de todos nós. em coletiva, o governador @jdoriajr ressaltou a importância de obedecer às recomendações de isolamento social dada por especialistas. é hora de proteger quem amamos. https://t.co/6hg6m7fswy	;	-1
156	;	a pandemia já matou mais de 120 mil pessoas. diariamente, mais de 5 mil pessoas estão morrendo em função do coronavírusé muito louco que uma galera continue a fazer churrascos, festas, eventos sociais nessa épocaninguém acha que vai acontecer. até que acontece.fica em casa.	;	1
157	;	a pauta de stories sobre influenza e coronavírus está pronta, mas a fadiga de postar é maior que tudo. não aguento mais esse inferno de vírus chinês! que saco, caralho! que ódio!	;	-1
158	;	a pedido de bolsonaro, exército já fez 2,2 milhões de comprimidos de cloroquina e vai ampliar produção. ministério da saúde tem dito que não há estudo científico que comprove ação contra o coronavírus (via @folhapainel) https://t.co/ujwrfeey31	;	-1
159	;	a petra costa narrando um doc sobre o coronavirus fodasse kkkkkkkkkkkkkkk https://t.co/lpjxkycjrv	;	1
160	;	a quantidade de pessoas que começa a sair da toca para desvalorizar as mortes do coronavírus, sugerindo que mais importante do que a vida das pessoas é a economia, prova que estaline ainda é actual: a morte de uma pessoa é uma tragédia, de milhões, estatística.	;	-1
161	;	a saga da primeira pessoa do mundo a esconder um exame de coronavirus que deu negativo continua https://t.co/j2iczkftvq	;	-1
162	;	a suécia pode ser o único país do mundo que vai acertando no combate ao coronavírus. eles não fecharam nada e não proibiram nada e agora pesquisadores de harvard dizem que eles podem estar certos.em um relatório da universidade de harvard, quatro epidemiologistas e	;	-1
163	;	a única cidade totalmente imune ao novo coronavírus é o quinari, no acre. o apelido da cidade vem da planta quina-quina, de onde se extrai o composto milagroso que cura a covid-19. cientistas mostraram que automaticamente todos os cidadãos nascidos lá nasceram imunes à doença.	;	1
164	;	a verdade por trás dos números do coronavírus que a imprensa brasileira esconde do povo. assista e divulgue! https://t.co/oo4lopfgdb	;	1
165	;	acabei de ler o recadinho do elevador e tem casa de coronavírus confirmado no meu condomínio😳	;	-1
166	;	acho que não devemos antecipar o caos, porque o caos não necessariamente vai ocorrer. todas as medidas necessárias a preservação da ordem pública e da segurança têm sido tomadas.https://t.co/zy8pm6adnc	;	-1
167	;	ações, em aracaju, ajudam a evitar a proliferação do novo coronavírus no transporte coletivo https://t.co/uekm5nncjk https://t.co/zku69veptn	;	1
168	;	acompanhado por honras militares e sob aplausos da equipe médica que o atendeu, o militar do #brasil, de 99 anos, saiu em uma cadeira de rodas do hospital após vencer o #coronavírus.https://t.co/p7zehwzt77	;	1
169	;	adaptamos câmeras de controle infravermelho para identificar a temperatura corporal. elas foram instaladas em pontos estratégicos de nossas áreas operacionais e administrativas. saiba: https://t.co/6bsbhygizw#juntosnossaenergiaficamaisforte #energiaparatransformar https://t.co/1hqfbzrnsd	;	1
170	;	advogada alemã tinha virado ícone em círculos que minimizam coronavírus ao convocar protesto e apresentar ações judiciais contra medidas de isolamento. autoridades afirmam que ela foi internada após agir de maneira confusa na rua e agredir policial https://t.co/71jdmgysci	;	1
171	;	agentes de fiscalização notificam comércios que não cumprem o decreto 316/2020 que autoriza a abertura parcial de comércios e serviços no horário das 10h às 16h.#pinhaispr #rmc #covidー19 #coronavirus #coronavirusbrasil #coronavirusnobrasil https://t.co/xvgy5lg8ec	;	-1
172	;	agevisa proíbe em farmácias e drogarias testes rápidos para detecção do coronavírus https://t.co/v8i7wmlwjx	;	1
173	;	ah coronavírus, meu deus kkkkkkk #redebbb #bbb20https://t.co/mdgvxspyge	;	1
174	;	ai o meu doutorzinho está com o coronavirus 💔	;	1
175	;	ainda não entendeu?com pressão interna e mais de mil mortos por coronavírus, suécia discute bloqueios https://t.co/qy0zzga1ya	;	-1
176	;	alcolumbre disse que transferir o fundão para o combate ao coronavírus é demagogia. falou ainda que está defendendo a democracia. o fundo especial de financiamento de campanha foi criado em 2017. antes disso não havia democracia?	;	-1
177	;	alguém sabe explicar porque wilson witzel (rj) e helder barbalho (pa), dois governadores totalmente comprometidos com a quarentena horizontal foram contaminados pelo coronavírus? por acaso eles não seguiram as orientações?	;	-1
178	;	alta para o nosso combatente! 🇧🇷 ernando vence mais uma batalha, agora contra o novo #coronavirus, recebendo alta no mesmo dia em que se comemora os 75 anos da “tomada de montese”, exitosa campanha das tropas brasileiras na itália, durante a 2ª guerra mundial. https://t.co/72rwyxku4z	;	-1
179	;	ao invés de priorizar o enfrentamento ao coronavírus, deputados ligados a grandes grupos econômicos aprovam a mp 905, uma nova reforma trabalhista em plena pandemia.https://t.co/kr2nfcdxux	;	1
180	;	ao vivo no gaúcha atualidade: historiadora lilia schwarcz avalia que a pandemia de coronavírus marca o fim do século 20 e fala sobre o momento atual na história https://t.co/2gg71bzgo8#rádiogaúcha https://t.co/tmjot3gct7	;	-1
181	;	aos nossos profissionais de saúde, que estão trabalhando na linha de frente no combate ao coronavírus, todo meu respeito e admiração. muito obrigado! https://t.co/bfmhl1gfri	;	1
182	;	apenas* 2.000.000 de casos identificados de coronavirus (*0,03% da pop.) foram suficientes para os sistemas de saúde do mundo chegarem perto do colapso com a falta de leitos, até nos países desenvolvidos.#fiqueemcasa não sou só uma gripezinhamais infos: https://t.co/rjyhuvykxw https://t.co/zip4oxmkdo	;	1
183	;	após megaoperação, bolsonaro exonera diretor do ibama após ação contra garimpo ilegal para evitar contaminação de indígenas por coronavírus. major olivaldi borges azevedo desencadeou megaoperação para impedir a contaminação de indígenas por coronavírus https://t.co/blbdvofm7e	;	-1
184	;	aprenda a cortar seu próprio cabelo durante o isolamento causado pelo coronavírus https://t.co/cv5ux6wn5q	;	-1
185	;	apresentei projeto de lei que reduz em 30% os valores das mensalidades cobradas por instituições privadas de ensino superior. a redução se justifica por conta da suspensão das aulas mudança das aulas presenciais por on-line durante o período da pandemia! https://t.co/ockicr3xkt	;	1
186	;	aprovamos a lei que garante aos estados, ao distrito federal e aos municípios auxílio financeiro, equivalente a um seguro contra a queda da arrecadação do icms e iss (seguro-receita), capaz de recompor a queda das receitas por conta do #coronavírus. https://t.co/mvnzgrlg6y	;	1
187	;	aquele que passeia sem necessidade por estabelecimentos, descumpre as recomendações que todos seguem e passa a mão no nariz antes de cumprimentar seu gado, não terá seu resultado do seu teste para o coronavírus divulgado.lembrando que: quem não deve não teme. https://t.co/jym266cdyh	;	1
188	;	aquí, vendo unha serie para despexar a cabeza do coronavirus. https://t.co/wqbkapsqdi	;	-1
189	;	argentina é mais eficiente contra a covid-19 do que o brasil. https://t.co/mwaihpvs87#coronavirusargentina #coronavirus #covid19 #coronavirusbrasil	;	-1
190	;	as mulheres morrem em casa. há um surto de feminicídios como sombra da pandemia de covid-19. trancadas à casa com o agressor, elas morrem pelas mazelas do mundo que afetam a masculinidade, como alcoolismo e desemprego https://t.co/ggv32r0tk3	;	1
191	;	as pessoas não estão preocupadas com o coronavirus porque ainda são números, quando virar nomes, aí sim vão começar a se importar!!!	;	-1
192	;	assessor de prefeito de campinas é envolvido em roubo de testes para covid-19 https://t.co/2edz5cvux3	;	-1
193	;	assessor de prefeito de campinas é envolvido em roubo de testes para covid-19 https://t.co/ezwjbjjyet	;	-1
194	;	assista a constantino: imensa maioria se cura do coronavírus sem sequelas no youtube https://t.co/q8b8yjpfim	;	-1
195	;	assisti o vídeo de uma vitima de coronavírus no amapá que não pode ser velada e a mãe de 91 anos, pediu pra pelo menos passarem com o carro da funerária em frente a casa dele pra se despedirde partir o coraçãonão é só uma gripezinha.	;	1
196	;	até 2018, tudo que ocorria no brasil era culpa do presidente. a partir de 2019, o chefe de governo se tornou um inimputável que não tem responsabilidade por nada. é muita falta de vergonha. #bolsonaro #coronavirus	;	-1
197	;	até o momento, dos 25.262 casos confirmados de #coronavírus no #brasil, 14.026 são considerados recuperados da doença. https://t.co/yfb9e8wn4m	;	-1
198	;	atenção - coronavírus mata mais do que gripe em toda a década - com 100 mortes por dia, brasil alcançará nesta semana número de óbitos da influenza registrados entre janeiro e abril dos dez anos anteriores -somados.https://t.co/jpbr6iyekw	;	1
199	;	atenção patriotas! mais uma vez a extrema mídia comunista divulgou fake news dizendo batemos recorde em número de mortes pelo coronavírus. fake! os eua nos salvarão assim que se salvarem, temos que ser gratos! e temos que que voltar ao trabalho para as empresas não quebrarem! https://t.co/zxuqvo24rx	;	-1
200	;	atenção! gov. de são paulo erra e feio na divulgação do número de mortes por coronavírus. para eles cerca de 1300 mortes. ministério da saúde desmente e números chegam a ser menos da metade: 588. a torcida pelo vírus começou!!https://t.co/omuuiwmcfd	;	1
201	;	atenção!!!a verdade nua a crua!!!! a câmara aprovou na noite de ontem uma importantíssima ajuda aos estados e municípios para combate ao coronavírus.mas... adivinhem quem votou contra?os deputados aliados ao governo bolsonaro.	;	1
202	;	atividade de seus habitantes, enquanto a suécia optou por manter uma linha mais aberta, com base nos conselhos de seus próprios profissionais.no entanto, o atual epidemiologista da suécia, responsável pelo combate ao coronavírus, anders tegnell, reconheceu um ponto em que os	;	-1
203	;	atuação presente na comissão externa que debate ações preventivas ao coronavírus. https://t.co/ivsprgodxo	;	1
204	;	aviões vão buscar equipamentos na china e distribuir nos estados: ‘para meus médicos trabalharem em segurança’, diz mandetta. https://t.co/ckg52blw9t https://t.co/nzy0vdhdzz	;	1
205	;	bastou levantar-se a possiblidade de votação de projeto p/ a taxação de grandes fortunas p/ as empresas boazinhas que apoiaram (am) a escravidão moderna, doarem milhões p/ o combate ao coronavírus com direito a propaganda no jn e tudo.	;	1
206	;	bebê em manaus é 1º caso de coronavírus entre indígenas venezuelanos no país | considerados grupo de risco, waraos relatam falta de água e comida em abrigohttps://t.co/f2elcui4zp	;	-1
207	;	bem-sucedida contra coronavírus, coreia do sul é o primeiro país a votar durante pandemia	;	-1
208	;	bom dia! o perigo maior de contrair o coronavírus está localizado nas vilas e nos estados de extrema pobreza. esse é o maior problema do governo federal. eles sabem e tentam orientar essa gente que não obedecem e desdenham do sistema de saúde. problemático para o governo	;	1
209	;	boas notícias chegam da itália 🇮🇹 e da espanha 🇪🇸, estão superando o #coronavirus https://t.co/i9yyemobhr	;	-1
210	;	boas notícias: 478.503 pessoas curadas de coronavírus no mundo14.026 curadas de coronavírus no brasil. avisem ao mandetta, ele não soube responder.muitos países europeus já estão relaxando a quarentena. comércio reabrindo.deus abençoe a todos 🙏🏼	;	1
211	;	bolsonaro arrisca vidas minimizando coronavírus, diz washington post https://t.co/cjdfabfb9g	;	1
212	;	bolsonaro é considerado pela imprensa internacional o inimigo público número 1 da humanidade, com seu comportamento tirano, ele coloca em risco vidas no brasil e por extensão sabota os esforços do mundo inteiro pra conter o coronavírus.bolsonaro é uma ameaça a vida humana.	;	-1
213	;	bolsonaro é o pior entre os líderes mundiais que minimizam coronavírus, diz washington post https://t.co/owb457d0lz https://t.co/halfyeyjci	;	-1
214	;	bom dia a todos, menos para os governadores que contrairam coronavirus que momento oportuno para ficarem numa toca, escondidos das manifestações contra as m€rdas que fizeram! é avestruz que chama? https://t.co/kqmwmtk2i3	;	-1
215	;	bom dia brasileiro ignorante e burro que tá falando que água tônica protege de coronavírus porque tem quinino que é base de cloroquina.	;	-1
216	;	bom dia twitter!!!!!que a balbúrdia seja enaltecida dia a dia...#ficaemcasa#covidー19 https://t.co/q7nd6mqfha	;	-1
217	;	bom dia uauuuu!!!!#coronavirus #covid19 #covid_19 #bomdia #boatarde #boanoite #forabolsonarourgente #forabol卐onaro #forabolsonaroeseubandodecriminosos #forabolsonaros #bolsonarogenocida #bolsonaroassassino #bolsonaroinfectado #coronavirus #saopaulo #brasil #deus #deusnocomando https://t.co/oiyhug8aj0	;	1
218	;	bom dia!#ficaemcasa se não o coronavirus vai te comer. https://t.co/ewa9agzupq	;	-1
219	;	brasil tem 14.026 pacientes curados da covid-19, diz ministério da saúde #msnbrasil https://t.co/g8tanpr4fy	;	-1
220	;	brasil tem 204 mortes por coronavírus em menos de 24h e 1832 novos casos nessa terça-feira. infelizmente nossos números ainda crescem.	;	1
221	;	brasil testando menos de 10% dos casos suspeitos de coronavírus e o povo falando que a contaminação tá diminuindo é igualzinho aquele seu tio que nunca vai no médico e fala “só tem doença quem faz exame	;	-1
222	;	buenos aires coloca máscaras em estátuas da cidade para incentivar prevenção contra covid-19	;	-1
223	;	casos confirmados de #coronavírus no mundo chegam a 2 milhões	;	1
224	;	cassada em dezembro, selma arruda ganha sobrevida no senado graças a crise do coronavírus https://t.co/qsrm2vu8oy	;	-1
225	;	cbf discute 35 modelos para o brasileirão após pandemia do novo coronavírus https://t.co/92mcev7b3b	;	-1
226	;	ceará tem 137 profissionais da saúde afastados por suspeita de coronavírus, 4 morreram	;	1
227	;	chega à itália a segunda brigada médica cubana para combater o coronavírus 🇨🇺 https://t.co/hxppsv253v	;	-1
228	;	chega à itália a segunda brigada médica cubana para combater o coronavírus 🇨🇺 https://t.co/hxppsv253v	;	1
229	;	china escondeu gravidade do surto do novo coronavírus durante seis dias associated press teve acesso a documentos internos que provam que regime chinês já tinha noção da gravidade do surto em wuhan, mas durante seis dias manteve esses dados... https://t.co/yo7lwilolg #observador https://t.co/nylhnbllf3	;	1
230	;	china faz segunda etapa de testes contra coronavírus #falabrasil #coronavírusplantão https://t.co/vmeczqcmkq	;	-1
231	;	china faz segunda etapa de testes contra coronavírus #falabrasil #coronavírusplantão https://t.co/vmeczqcmkq	;	1
232	;	chocados com o que o washington post disse no seu editorial? desde quando é novidade que o bolsonero é o pior líder global a lidar com o coronavírus?agora é vergonha mundial como nunca antes. não se brinca com a vida das pessoas desse jeito, agora aguenta aí	;	1
233	;	cientistas de santa catarina dizem que pronunciamento “de alguma autoridade nacional” pode ter afetado curva do coronavírus no brasil. íntegra do estudo https://t.co/0zSQTanpwT	;	-1
234	;	cloroquina mata pacientes em manaus e estudo sobre seu uso é cancelado, segundo o new york times https://t.co/afcfoxfbpz	;	1
235	;	coletiva de imprensa: coronavírus - medidas do governo de são paulo - 14/04/2020 https://t.co/i6gt5t5zc0	;	-1
236	;	com 720 casos confirmados de coronavírus, rs registra dia sem mortes - https://t.co/8iee4wffaq	;	1
237	;	com ou sem coronavírus é importante manter distância de certaspessoas https://t.co/h9qwbtkgwa	;	1
238	;	com tática de bolsonaro, turquia vê coronavírus disparar no país @uolnoticias @uol https://t.co/kxo2rrk5ke	;	-1
239	;	começou! e o destaque de hoje é uma roda de conversa com a participação de pessoas que contraíram a covid-19 e que foram submetidas ao tratamento. o nosso time de especialistas também segue à disposição para tirar as suas dúvidas, aqui na @bandtv! 😉📺#aquinaband #coronavírus https://t.co/srjvvhkvt9	;	-1
240	;	começou! e o destaque de hoje é uma roda de conversa com a participação de pessoas que contraíram a covid-19 e que foram submetidas ao tratamento. o nosso time de especialistas também segue à disposição para tirar as suas dúvidas, aqui na @bandtv! 😉📺#aquinaband #coronavírus https://t.co/srjvvhkvt9	;	1
241	;	comissão externa debate ações preventivas ao coronavírus. https://t.co/4wvdaxui0o	;	1
242	;	como medidas de isolamento contra coronavírus aumentaram popularidade do presidente da argentina https://t.co/mre9rasijh https://t.co/nbnbzfcgw2	;	1
243	;	compartilho a matéria da gazeta do povo, que aborda o apoio da bancada do paraná no senado sobre o uso do fundo eleitoral para o enfrentamento do coronavírus. penso que devíamos acabar com esses fundos.	;	1
244	;	compositor aldir blanc está internado em estado grave com suspeita de coronavírushttps://t.co/pf4wjp11st https://t.co/hxvawozcrx	;	1
245	;	condenado a 173 anos de prisão por estuprar diversas pacientes, roger abdelmassih acabou de ser beneficiado com prisão domiciliar alegando risco (genérico) de contrair o coronavírus.qual é o sentido de mandá-lo para casa, já que ele estava em regime fechado?é um escândalo!	;	-1
246	;	condenado a 173 anos de prisão por estuprar diversas pacientes, roger abdelmassih acabou de ser beneficiado com prisão domiciliar alegando risco (genérico) de contrair o coronavírus.qual é o sentido de mandá-lo para casa, já que ele estava em regime fechado?é um escândalo!	;	-1
247	;	confira as medidas contra coronavírus para o cidadão https://t.co/nkdl1m74lc https://t.co/go2lvwyzlf	;	-1
248	;	confirmada 19ª morte por coronavírus no rn @portaldorn https://t.co/kpzhc36onj	;	1
249	;	conselho de medicina suspende exercício profissional de médica que associou soro de imunidade ao coronavírus https://t.co/121w08io4m #g1 https://t.co/fhwfbav8t7	;	-1
250	;	contra coronavírus, distanciamento social intermitente pode ser necessário até 2022 (via @estadaosaude) https://t.co/lwyrtoaczl	;	-1
251	;	coronavírus é pinto. o brasileiro é quase legalmente misógino e assassino. https://t.co/izeeltwebj	;	1
252	;	coronavírus em bh: 50 funcionários do hospital risoleta neves estão contaminados. no dia 08 de abril eram 2 casos confirmados. no dia 10, havia19 casos e no dia 13 número subiu pra 49. há ainda 93 exames em andamento https://t.co/szfrize1kh	;	-1
253	;	coronavírus infecta equipes do samu recife e deixa pelo menos 98 profissionais fora de combate à covid-19https://t.co/c7mpl3hrqz https://t.co/b8feds9ht4	;	-1
254	;	covid-19. mais recuperações do que mortes, mas vírus continua a espalhar-se a norte. alentejo e ilhas sem novos casos https://t.co/wfgqqhnfam https://t.co/vfzqrj9gnl	;	-1
255	;	covid-19. o estado do surto em portugal? estável (veja em gráficos e em mapas) https://t.co/evfwt9pvw1 via @expresso	;	1
256	;	cpi do #comunavirus, em breve será preciso investigar o maior esquema de corrupção que o brasil já enfrentou, responsável pela roubalheira durante a pandemia!!!#coronavirus #covid19 #obrasilnaopodeparar	;	1
257	;	crise do coronavírus já custa r$ 3,9 bilhões a operadoras de turismo https://t.co/iyfog6ja2r https://t.co/rxougbpoyf	;	-1
258	;	curitiba deve ter pico de casos de coronavírus entre o final de abril e o começo de maio https://t.co/f9cx1oaank https://t.co/fyfbpa3e1m	;	-1
259	;	datena está dizendo que foi jair bolsonaro a primeira pessoa no mundo que disse que a cloroquina poderia ser usada no tratamento do coronavírus.é sério, ele disse isso.	;	-1
260	;	de acordo com a polícia militar, a marca dos testes negociados por fernandinho mariano seria a mesma de lotes roubados no aeroporto de guarulhos nesta semana https://t.co/zpgsntdeyc	;	-1
261	;	de: mundo inteiro para: coronavirus pronto, vc já conseguiu fuder bastante as nossas vidas, já pode ir embora obrigadx,tchau e vai se foder	;	-1
262	;	declarações irresponsáveis ás vezes custam caro. as pessoas mais jovens, além de poderem ser transmissoras assintomáticas, correm risco de ter complicações graves quando expostas a altas cargas do coronavírus. não se arrisque e nem às outras pessoas. se puder, fique em casa! https://t.co/nxxsjy4hj3	;	-1
263	;	denúncia é assinada por vereadora do psol e diz que governo está violando o direito à informação da população https://t.co/2kjqg7jan5	;	-1
264	;	depois de uma morte e 35 suspeitas de contaminação, denúncia aponta negligênciahttps://t.co/3tihfnb1si	;	-1
265	;	depois do witzel anunciar que pegou coronavírus, agora helder paspalho do pará também disse que foi contaminado. não acredito em nenhum dos dois. e, caso tenham sido mesmo contaminados, fica mais uma vez comprovado que isolamento não resolve nada.	;	-1
266	;	deputados realizam, na manhã de hoje, a primeira sessão ordinária por vídeo conferência da história da @alepa_com. a sessão é remota para manter o isolamento social e combater a disseminação do coronavírus. você poderá acompanhar pela rádio e tv alepa no https://t.co/lkcguxkj7h https://t.co/8wdubww2rt	;	-1
267	;	deu no washington post: quando as infecções começaram a espalhar no país com mais de 200 milhões de pessoas, o populista de direita chamou o coronavírus de \gripezinha\ e pediu que os brasileiros \enfrentassem o vírus como homem, não como moleques.https://t.co/79rdnkicgk	;	1
268	;	di ferrero e gee rocha farão live com músicas do nx zero nesta quinta-feira (16), às 21h30: https://t.co/g1ga0rxozv (📸: di ferrero/instagram) #livevaipassar https://t.co/nrl4ffwn2l	;	-1
269	;	diante da vitória de ermando armelino pivita, de 99 anos, que ganhou uma batalha contra o #coronavírus, restou aplausos ao ex-combatente do exército durante a 2ª guerra. pivita recebeu alta nesta terça (14/4) e está curado. ele é o brasileiro mais velho a ser curado. https://t.co/b73hpyazko	;	1
270	;	diferença entre europa e america do sul , rustu jogou somente 1 ano no barcelona e o clube esteve do seu lado no momento dificil como coronavirus , america do sul nossos ex idolos morrem de fome sem assistencia nenhuma do ex clube !!!! https://t.co/l9adv1gto4	;	1
271	;	dinamarca começou a a reabrir suas escolas nesta quarta-feira (15), após um mês de fechamento em consequência da pandemia do novo coronavírus. o país, foi o primeiro europeu para reabrir as creches e escolas do ensino básico.	;	-1
272	;	dinheiro - coronavírus: fmi prevê défice de 7,1% em portugal este ano https://t.co/prcfsvmbb3	;	1
273	;	distanciamento social intermitente pode ser necessário até 2022 se não houver vacina, diz estudo na science imunidade ao coronavírus deve ser temporária, afirmam pesquisadores da universidade harvard (via @folhaequilibrio)	;	-1
274	;	divaldo franco em tempos de coronavírus -vivemos um momento grave da história da humanidade...jesus é o guia da humanidade - veja o vídeo completo de divaldo - duração de apanes três minutos - no meu blog - https://t.co/vygitxpidb	;	-1
275	;	doamos r$ 1 bilhão para o combate ao coronavírus, mas somos um banco e não entendemos sobre saúde. por isso, o valor será administrado pelo todos pela saúde, uma aliança entre especialistas de diversos setores da saúde.	;	1
276	;	dois governadores diagnosticados com covid-19 no mesmo dia. um no norte e outro no sudeste. alerta importante que o coronavírus continua avançando pelo brasil. por isso, reforço: fique em casa. cuide da sua saúde e de quem você ama.	;	1
277	;	donald trump dizendo que a oms não avisou sobre a gravidade do coronavirus. eu tô gaitando. é muita cara de pau!	;	-1
278	;	dos meus criadores de jorge amado e zélia se protegem contra o #coronavirus, no rio vermelho, em #salvador, agora é a vez de dorival caymmi, em itapuã.📸 thiago barros/reprodução_insta:salvadormeuamor https://t.co/pyx8b9rjga	;	-1
279	;	dou muito rt em bichinho e isso é muito motivo de orgulho pra mim. às vezes cê tá putaço/a e vê altas bosta de coronavírus, vulcão, live do gustavo lima, enfim, só merdaaí eu trago o conteúdo bichinhos arrombados de fofos pra sua timeline. é isso que eu faço.de nada.	;	1
280	;	dr alexandre fernandez de almeida, cardiologista, reside em ávila na espanha, teve coronavirus e fala sobre o assunto com propriedade. ele diz que a doença não é tao letal quanto a mídia fala.vale muito à pena ouvir! https://t.co/4t1bnzds0j	;	1
281	;	é #fake que tv da itália mostrou que novo coronavírus foi fabricado em laboratório chinês https://t.co/ehmrwmw0tu https://t.co/mi8qiaxj0l	;	1
282	;	é #fake que vídeo mostre hospital de campanha da unicamp sem nenhum atendimento | coronavírus | g1 https://t.co/gnlivtcppj. bolsomínios e suas fakes ridículas!	;	1
283	;	é com aflição e cada vez mais com indignação irada, q muitos policiais de são paulo estão vendo a sua imagem ser destruída, dia após dia, pelas violências, ilegalidades e atos de estupidez q seus superiores mandam cometer em nome do combate ao coronavírus https://t.co/p7joen8up6	;	1
284	;	e como são vírus de fita simples de rna, há muitas mutações em cada epidemia. por isso a cada ano eles voltam a infectar a mesma população. fenômeno semelhante ao influenza. com os coronavírus causadores de sars temos algo diferente: as características da proteína s.	;	-1
285	;	é complô? 🤔governador do rj wilson witzel e do pa helder barbalho assumindo, no mesmo dia, que estão estão com o coronavírus.aposto que depois vão dizer que se curaram sem o uso da cloroquina.alguém tem dúvidas?	;	-1
286	;	e eu que fui gravar um vídeo pro grupo dos amigos, dizendo pra geral se reunir pra pegar o coronavírus, minha mãe chutou o balde cmg 😂😂😂😂 https://t.co/bzu3x6jexa	;	-1
287	;	é isso, gente. eu não queria falar nesse assunto porque ainda estou me acostumando com ele, mas já que o uol publicou (e obrigado pelo tom respeitoso da matéria), venho até aqui esclarecer que tô bem. quem quiser saber mais segue a thread... https://t.co/mwurotauv8	;	-1
288	;	é muito fácil o governo fechar tudo! dizer fique em casa, enqto seus salarios milionários estao em suas contas.diferente de nós, meros mortais, q a 9 dias esperamos a decisão do governo, de se vamos morrer de fome ou do coronavirus! eu não sei o q fazer!😭💔 #auxilioemergencial	;	1
289	;	e o pessoal acha que é baboseira a projeção de isolamento até 2022, sendo que o país que melhor atuou no combate ao #coronavirus tá fazendo novo lockdown https://t.co/79mvy7pnsi	;	-1
290	;	é o que deveriam fazer com bolsomorte #interditembolsonaroja https://t.co/ejzs7q6vbt	;	-1
291	;	é preciso dar mais acesso ao mercado de trabalho, tanto aos jovens quanto aos mais velhos.vamos desburocratizar e flexibilizar as relações trabalhistas para promover o emprego e o crescimento econômico.@novonacamara @partidonovo30#coronavirus #covid19#santacatarina https://t.co/dpmp0zyh38	;	-1
292	;	e se a gente pedir pro coronavirus dar uma pausa so pra gente ter festa junina e dps ele volta	;	1
293	;	e se o cássio não estivesse ali? já parou pra pensar como alguém pode fazer falta na nossa vida? não relaxe as medidas preventivas contra o #coronavírus, ele mata. lave as mão. proteja os mais velhos, fique em casa e use máscara. o pior ainda não passou. #ficaemcasa https://t.co/3ftydsaapp	;	1
294	;	é... hoje é dia da aplicação da resolução 672/2020 do stf... coronavírus no pretório excelso. adi 6341 e adi 6343. a discussão afeta às mps 926/20 e 927/20.	;	1
295	;	editor de imagens da emissora de silvio santos ñ foi dispensado do trabalho apesar de ser hipertenso (dentro do grupo de risco). josé augusto, 58, morreu de coronavírus. trabalhava há 30 anos no sbt. faltava pouco p/se aposentar https://t.co/qq8t1ayqgh	;	1
296	;	editorial do washington post afirmando que bolsonaro é o pior líder do mundo. não é o texto de um colunista. é a opinião da empresa. https://t.co/2kwjio06xj	;	-1
297	;	editorial do washington post coloca o presidente do brasil ao lado de lideres de belarus, turquemenistão, nicarágua como os piores a lidar com a crise - e diz que de longe o caso mais grave de improbidade é o do presidente brasileiro jair bolsonaro https://t.co/togouvvcnw	;	-1
298	;	editorial do washington post.e d i t o r i a l.não é artigo de opinião de colunista.título:líderes arriscam vidas ao minimizar o vírus. bolsonaro é o pior. https://t.co/ad8zphfzjj	;	-1
299	;	el país trump acusa a oms de “encobrir” expansão do coronavírus e congela repasse de recursos https://t.co/bwh1morrnk via @elpais_brasil	;	-1
300	;	ela estava preocupada com a mãe idosa e perdeu o filho para o coronavírus - saúde - estadão https://t.co/3ogzwe6yyq	;	-1
